,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68
0,21.684698883037264,281.99565065119157,315.7959608824025,200.2517701991274,124.68906713059384,-518.5313251287732,-378.69644070099855,-416.16128539638686,-549.1075939235996,-517.0393403532111,-229.68518114625317,-215.7902906361913,-521.0255733672088,-200.8540300268479,-99.98188281068641,-103.59294634290237,-96.27142624792533,-123.14874728926523,-108.85936772103612,-254.23220808211127,-289.5544136094951,-365.7463205378855,-396.0791432342727,-136.68981192789337,-95.80363695896867,-106.34560213124333,-122.44708523131013,-124.7851253053713,-117.07995913028142,-102.49630951801062,-122.19965122200672,-111.31236478875344,-115.23965280015523,-116.84380209143296,-116.1718858624798,-118.3569575849061,-111.42131115686843,-120.9114101308545,-118.01909084908743,-111.06524710268532,-108.75381588322253,-218.2418116404085,-247.33658038860185,-276.04337480417087,-163.8849399487214,-178.7867802777772,-138.0793428950575,-215.72401254679275,-209.61013192685033,-162.85416997561157,-219.5958576674378,-250.21076777553964,-255.52973461666312,-256.68218974651035,-247.09074539139937,-247.68420588430476,-263.05332260001285,-256.5863877528435,-230.37930723270716,-268.75532598291807,-260.2784060164196,-257.50510726271017,-262.05096971639506,-256.5833679488404,-255.31493078690454,-255.38003948539048,-150.8948058063771,-144.49262884457855,-91.23174098217858
1,14.5,308.05,290.85,276.95,220.7,79.35,98.95,78.5,84.25,80.8,85.5,80.95,78.05,79.05,81.3,82.75,103.2,79.5,95.4,103.0,101.7,79.7,80.5,106.05,103.25,84.25,84.7,90.1,101.9,135.45,93.2,86.95,85.65,82.6,87.15,85.25,104.4,119.8,112.1,86.6,100.15,153.4,167.15,168.75,210.4,197.95,155.2,171.3,231.7,192.2,187.4,142.15,148.2,136.7,145.25,158.5,160.05,175.3,138.05,167.1,156.5,134.25,136.1,150.1,139.75,192.85,235.25,218.3,226.8
2,0.05,0.95,0.85,0.75,0.6,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.15,0.15,0.15,0.05,0.05,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.1,0.3
